Class	Subsystem	Role	Reactions	Genes	AraCyc Cmpts	SUBA Cmpts	PPDB Cmpts	AraGEM Cmpts	Lit. Cmpts	Reference	Consensus location	Notes
Cofactors	Folate-mediated one-carbon metabolism	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	"rxn01211, rxn24147"	AT2G38660		m	m	c			m	SUBA: mitochondrial by MS data. PPDB: mitochondrial predicted by targetP and given by proteome data
Cofactors	Folate-mediated one-carbon metabolism	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	rxn00907	AT2G38660		m	m	c			m	SUBA: mitochondrial by MS data. PPDB: mitochondrial predicted by targetP and given by proteome data
Cofactors	Folate-mediated one-carbon metabolism	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT5G26780		m	m	m			m	SUBA: mitochondrial MS; PPDB: targetP redicted mitochondrial
Cofactors	Folate-mediated one-carbon metabolism	Thymidylate synthase (EC 2.1.1.45)	rxn01520	AT4G34570		m	m	c			m	SUBAcon: mito; PPDB: targetP mito but signal#L says it has no signal peptide?
Cofactors	Folate-mediated one-carbon metabolism	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	rxn01653	AT5G13050		"m, d"	m	c	m		"d, m"	"SUBA: one MS data locate it plastidial; PPDB: Curated data mito. Located by enzyme assays and immunoblot analyses predominantly if not exclusively in  mitochondria in pea and cauliflower [PMID:
    12207015] "
Cofactors	Folate-mediated one-carbon metabolism	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	"rxn00693, rxn19900"	AT5G20980		"m, d"	d		d		"d, m"	SUBA: MS data give mito and plastid; PPDB: curated plastid
Cofactors	"Niacin, NAD and NADP biosynthesis"	"Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1), eukaryotic PNAT family"	"rxn00105, rxn02155"	AT5G55810		c	c		m		"c, m"	SUBAcon: cytosol; PPDB: targetP predicted cytosol; dual targeting: cytosolic (bioinformatic evidence in Arabidopsis) and mitochondrial (experimental evidence in Helianthus tuberosus [PMID:21598001]).
Cofactors	"Niacin, NAD and NADP biosynthesis"	"Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18), eukaryotic PNAT family"	rxn02155	AT5G55810		c	c		m		"c, m"	SUBAcon: cytosol; PPDB: targetP predicted cytosol; dual targeting: cytosolic (bioinformatic evidence in Arabidopsis) and mitochondrial (experimental evidence in Helianthus tuberosus [PMID:21598001]).
Cofactors	Pantothenate and CoA biosynthesis	Branched-chain amino acid aminotransferase (EC 2.6.1.42)		AT5G65780		"d, m"	d				"d, m"	SUBA: GFP plastid; MS: mito and plastid; PPDB: curated location plastid.
Cofactors	Pantothenate and CoA biosynthesis	2-dehydropantoate 2-reductase (EC 1.1.1.169)		AT3G58610		"d, m"	"d, m"				"d, m"	"Spinach IlvC has high NADPH-dependent KPRED activity in the presence of Mn2+ [PMID:7742305].  IlvC (At3g58610) is predominantly plastidial [PMID:2590180] [PMID:20423899], but has also been found in mitochondria [PMID:14671022]. A mitochondrially targeted form of IlvC is candidate but needs experimental confirmation. SUBA: MS mito and plastid. Enzyme with this specific activity yet to be determined."
Cofactors	Pantothenate and CoA biosynthesis	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	rxn00912	AT2G46110		m	d	c			m	SUBA: GFP mito; MS: nucleous; PPDB: targetP predicted plastid; Consensus: GFP experimental result takes presedence.KPHMT activity was detected in Arabidopsis and pea  purified mitochondria [PMID:14675432].
Cofactors	Pantothenate and CoA biosynthesis	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	rxn00912	AT3G61530		m	m	c			m	SUBA: GFP mito; MS: cytoskeleton;  PPDB: targetP predicted mito; KPHMT activity was detected in  Arabidopsis and pea purified mitochondria  [PMID:14675432].
Cofactors	Pantothenate and CoA biosynthesis	Branched-chain amino acid aminotransferase (EC 2.6.1.42)		AT1G10060		m	m				m	SUBA: GFP mito; PPDB: targetP predicted mito.
Cofactors	"Riboflavin, FMN and FAD biosynthesis"	Riboflavin kinase (EC 2.7.1.26)mitochondrial	rxn00392								m	"RK activity was demonstrated in spinach [PMID:4317626],  tobacco [PMID:19049514], and pea mitochondria [PMID:18713732]. "
Cofactors	"Riboflavin, FMN and FAD biosynthesis"	FMN adenylyltransferase mitochondrial (EC 2.7.7.2)	rxn00122								m	FMN adenylyltransferase activity was shown in tobacco mitochondria [PMID:19049514]. Mitochondrial FMN adenylyltransferase remains to be identified.
Cofactors	Thiamin biosynthesis	Hydroxymethylpyrimidine kinase (EC 2.7.1.49)	rxn28046	AT1G22940	d	d	"d, m"				"d, m"	SUBA: MS data plastid; PPDB: mito: analysis translational start codons. Plastid: proteomes and analysis translational start codons.
Cofactors	Thiamin biosynthesis	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	rxn28109	AT1G22940	d	d	"d, m"				"d, m"	SUBA: MS data plastid; PPDB: mito: analysis translational start codons. Plastid: proteomes and analysis translational start codons.
Cofactors	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	"rxn28109, rxn29006"	AT1G22940	d	d	"d, m"				"d, m"	SUBA: MS data plastid; PPDB: mito: analysis translational start codons. Plastid: proteomes and analysis translational start codons.
Cofactors	Thiamin biosynthesis	Thiazole biosynthetic enzyme Thi4	"rxn27029, rxn27030"	AT5G54770	"d, m"	"d, m"	"d, m"				"d, m"	SUBA: GFP: mito and plastid; MS plastid; PPDB: plastid inhouse experiments; mito: immunogold labeling 
