Class	Subsystem	Role	Reactions	Genes	AraCyc Cmpts	SUBA Cmpts	PPDB Cmpts	AraGEM Cmpts	Lit. Cmpts	Reference	Consensus location	Notes
Amino acids	Arginine metabolism and urea cycle	Glutamate N-acetyltransferase (EC 2.3.1.35)	rxn01636	AT2G37500		d	d	c			d	SUBA: MS multiple data plastid; PPDB: plastid in house experiments
Amino acids	Arginine metabolism and urea cycle	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	rxn02465	AT2G19940		d	d	c			d	SUBA: multiple MS data plastid; PPDB: in house experiments plastid
Amino acids	Arginine metabolism and urea cycle	N-acetylglutamate synthase (EC 2.3.1.1)	rxn00192	AT2G22910		d	c	c		PMID:19901538 	d	SUBA: MS data plastid.PPDB: targetP cytosolic. Predotar: elsewhere; WolfPsort: chloroplast. Signal 3-L no signal peptide.
Amino acids	Arginine metabolism and urea cycle	N-acetylglutamate synthase (EC 2.3.1.1)	rxn00192	AT2G37500		d	d	c			d	SUBA: MS data plastid. PPDB: stroma supported by in house experiments.
Amino acids	Arginine metabolism and urea cycle	N-acetylglutamate synthase (EC 2.3.1.1)	rxn00192	AT4G37670		d	d	c			d	SUBAcon: plastid; Predotar: possibly plastid; WolfPsort plastid. PPDB: targetP chloroplast.
Amino acids	Arginine metabolism and urea cycle	Ornithine carbamoyltransferase (EC 2.1.3.3)	rxn01019	AT1G75330		d	d	c, m			d	SUBA: MS multiple data plastid; PPDB: plastid supported in house experiments
Amino acids	Arginine metabolism and urea cycle	Nitric-oxide synthase (EC 1.14.13.39)		AT3G47450  		d, m	d, m			PMID:21689173	d, m	SUBA: GFP mito; MS 2 data plastid; PPDB: targetP predicts mito; proteomes plastid.
Amino acids	Arginine metabolism and urea cycle	Arginase (EC 3.5.3.1)	rxn00394	AT4G08870		d, m	m	c		PMID:22188168
	d, m	SUBA: MS multiple data mito and plastid; PPDB: proteome and targetP mito
Amino acids	Arginine metabolism and urea cycle	Arginase (EC 3.5.3.1)	rxn00394	AT4G08900		d, m	m	c		PMID:23378380	d, m	SUBA: MS multiple data mito and plastid; PPDB: proteome and targetP mito
Amino acids	Beta alanine biosynthesis	Dihydropyrimidine dehydrogenase (EC 1.3.1.2)	rxn27484	AT3G17810	d	d	d			PMID:19413687	d	PPDB: multiple proteomes and in house experiments, also targetP predicted: plastid; GFP: plastid [PMID:19413687]; Predotar: plastid and elsewhere; WolfPsort:  chlo: 8, cyto: 3, vacu: 2; No signal peptide
Amino acids	Branched-chain amino acid metabolism	2-isopropylmalate synthase (EC 2.3.3.13)	rxn27497	AT1G18500		d	d			PMID:17189332; PMID:22303262; true isopropylmalate synthase participating in leu synthesis	d	SUBA: MS multiple data plastid; PPDB: curated location, in house experiments  and targetP plastid. Predotar and WolfPsort plastid; Does  have signal peptide
Amino acids	Branched-chain amino acid metabolism	2-isopropylmalate synthase (EC 2.3.3.13)	rxn27497	AT1G74040		d	d			PMID:17189332; PMID:22303262; true isopropylmalate synthase participating in leu synthesis	d	SUBA: MS mayority data plastid; PPDB: curated location and targetP plastid. Predotar and WolfPsort plastid; Does  have signal peptide
Amino acids	Branched-chain amino acid metabolism	2-isopropylmalate synthase (EC 2.3.3.13)	rxn27497	AT5G23010	d	d				PMID:22303262; methylthioalkylmalate
synthase 1: PMID:14740211	d	SUBA: MS mayority data plastid; PPDB: Contradictory: curated not plastid and targetP plastid; Predotar and WolfPsort plastid; Does  have signal peptide
Amino acids	Branched-chain amino acid metabolism	2-isopropylmalate synthase (EC 2.3.3.13)	rxn27497	AT5G23020	d	d	d			PMID:22303262; methylthioalkylmalate
synthase 3; PMID:17369439	d	SUBAcon: plastid; PPDB: curated location and targetP plastid. Predotar and WolfPsort plastid; Does  have signal peptide
Amino acids	Branched-chain amino acid metabolism	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	rxn02789, rxn02811	AT4G13430		d	d	c			d	SUBA: MS multiple data plastid; PPDB: curated location, experimental evidence and targetP plastid. Predotar and WolfPsort plastid; Does not have signal peptide
Amino acids	Branched-chain amino acid metabolism	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	rxn02789, rxn02811	AT2G43090		d	d	c		PMID:24608865	d	SUBA: MS multiple data plastid; PPDB: curated location, experimental evidence and targetP plastid. Predotar and WolfPsort plastid; Does have signal peptide
Amino acids	Branched-chain amino acid metabolism	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	rxn03062	AT1G31180		d	d	c		PMID:20840499	d	SUBA: MS multiple data plastid; PPDB: curated location, experimental evidence plastid. Predotar elsewhere and plastid and WolfPsort cyto: 8, chlo: 5 ; Does not have signal peptide
Amino acids	Branched-chain amino acid metabolism	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	rxn03062	AT1G80560		d	d	c		PMID:20840499 	d	SUBA: MS multiple data plastid; PPDB: curated location, experimental evidence and targetP plastid. Predotar and WolfPsort plastid; Does not have signal peptide
Amino acids	Branched-chain amino acid metabolism	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	rxn03062	AT5G14200		d	d	c		PMID:20840499 	d	SUBA: MS multiple data plastid; PPDB: curated location, experimental evidence plastid  and targetP cytosol. Predotar elsewhere and plastid and WolfPsort :  chlo: 10, cyto: 3; Does not have signal peptide
Amino acids	Branched-chain amino acid metabolism	Acetolactate synthase large subunit (EC 2.2.1.6)	rxn00011, rxn15021, rxn19030	AT3G48560		d	d			PMID:11389597Acetohydroxyacid synthase, previously EC 4.1.3.18	d	SUBA: MS multiple data plastid; PPDB: curated, in house experiments, targetP plastid; 
Amino acids	Branched-chain amino acid metabolism	Acetolactate synthase small subunit (EC 2.2.1.6)	rxn00011, rxn15021, rxn19030	AT2G31810		d	d			PMID:11389597; PMID:10487214 Acetohydroxyacid synthase, previously EC 4.1.3.18	d	SUBA: MS mayority data plastid; PPDB: Curated, some experiments, targetP plastid
Amino acids	Branched-chain amino acid metabolism	Acetolactate synthase small subunit (EC 2.2.1.6)	rxn00011, rxn15021, rxn19030	AT5G16290		c, d, m	d			PMID:11389597Acetohydroxyacid synthase, previously EC 4.1.3.18	d	SUBA: One MS datum for each organelle: uncertain; PPDB: curated, targetP and some experiments: plastid; Predotar: plastid, 20 % elsewhere; WolfPsort: plastid; No signal peptide
Amino acids	Branched-chain amino acid metabolism	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19240, rxn19241, rxn19242	AT3G49680	d	d	d		d	PMID:18162591: participates also in glucosinolate biosynthesis	d	SUBA: MS multiple data plastid; PPDB: in house experiments and targetP plastid; Plastid [PMID:12068099]
Amino acids	Branched-chain amino acid metabolism	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19240, rxn19241, rxn19242	AT5G65780	d	d	d			PMID:12068099	d	SUBA: GFP and MS multiple data plastid; PPDB: curated and targetP plastid.
Amino acids	Branched-chain amino acid metabolism	Dihydroxy-acid dehydratase (EC 4.2.1.9)	rxn19544, rxn19545	AT3G23940		d	d			PMID:22303262 	d	SUBA: Multiple MS data plastid; PPDB: in house experiments and targetP plastid.
Amino acids	Branched-chain amino acid metabolism	Ketol-acid reductoisomerase (EC 1.1.1.86)	rxn19027, rxn19029	AT3G58610		d	d			PMID:11352718 	d	SUBA: Multiple MS data plastid; PPDB: in house experiments and targetP plastid.
Amino acids	Branched-chain amino acid metabolism	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	rxn02789, rxn02811	AT2G43100   		d	d			PMID:19597944	d	SUBA: MS one data plastid; PPDB: curated location, experimental evidence and targetP plastid. Predotar and WolfPsort plastid; Does have signal peptide
Amino acids	Branched-chain amino acid metabolism	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	rxn02789, rxn02811	AT3G58990   		d	d			PMID:20663849	d	SUBA: MS one data plastid; PPDB: curated location,  and targetP plastid. Predotar and WolfPsort plastid; Does have signal peptide
Amino acids	Branched-chain amino acid metabolism	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	rxn17206	AT1G21400		d, m	m			PMID:11418132	d, m	SUBA: GFP mito and plastid;  PPDB: targetP mito; Predotar: mito; WolfPsort: mito: 6, chlo: 5, cyto: 2; No signal peptide
Amino acids	Branched-chain amino acid metabolism	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	rxn17206	AT5G09300		m	d, m			PMID:22303262; PMID:14764908 	d, m	SUBA: MS 2 results mito; PPDB: tair curation mito; targetP predicted chloroplast; Predotar: mito, plastid and elsewhere equally; Wolfpsort:chlo: 12, mito: 2; No signal peptide
Amino acids	Branched-chain amino acid metabolism	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	rxn17206	AT1G55510		m	m			 	d, m	SUBA: one MS data mito; PPDB: targetP mito; Predotar: mito 70%, elsewhere 30 ; WolfPsort: mito: 7.5, chlo_mito: 6.5, chlo: 4.5; No signal peptide.
Amino acids	Branched-chain amino acid metabolism	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	rxn17206	AT3G13450		m	m			PMID:10681595 	d, m	SUBAcon: mito; PPDB: targetP mito; Predotar: mito and elswhere; WolfPsort:  mito: 7.5, chlo_mito: 7, chlo: 5.5; No signal peptide.If the alpha subunit has been located to both mito and plastid by GFP, it stands to reason that the beta subunit would have the same location.
Amino acids	Branched-chain amino acid metabolism	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	rxn24412	AT1G48030		c, d, m	m		m	PMID:11598235	d, m	SUBA: MS multiple mito, 4 plastid, 2 plasma membrane; PPDB: curated and targetP mito; Predotar: mainly mito; WolfPsort: mito: 7.5, chlo_mito: 7, chlo: 5.5; No signal peptide.
Amino acids	Branched-chain amino acid metabolism	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	rxn24412	AT3G17240	m	d, m	m			PMID:11598235	d, m	SUBA: multiple MS data mito and 2 MS paltid; PPDB: curated and targetP mito; Predotar, mainly mito; WolfPsort:cyto: 5, mito: 5, chlo: 4; No signal peptide.
Amino acids	Branched-chain amino acid metabolism	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn19240, rxn19241, rxn19242	AT1G10070	d	m, d	m		d 	PMID:12068099
	d, m	SUBA: GFP mito and plastid; PPDB: targetP plastid; Plastid [PMID: 12068099] 
Amino acids	Branched-chain amino acid metabolism	Threonine dehydratase biosynthetic (EC 4.3.1.19)	rxn00737	AT3G10050		d	d	c		PMID:19571310	c, d, m	SUBAcon: plastid; MS data one golgi, one plastid. PPDB: proteome curated and targetP plastid. Predotar: elswhere 60%, plastid 30%. chlo: 11, mito: 3; No signal peptide.
Amino acids	Chorismate biosynthesis	Shikimate kinase I (EC 2.7.1.71)	rxn01739	AT2G21940			c	c			c, d	PPDB: TargetP cytosol; Predotar: elsewhere and plastid; WolfPsort: cyto: 6, chlo: 4, nucl: 3; No signal peptide
Amino acids	Chorismate biosynthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	rxn01332	AT1G22410			d	c		PMID:1967256	d	PPDB: curated proteome [PMID:23198870] plastid; Predotar: plastid and elsewhere; WolfPsort: plastid; No signal peptide
Amino acids	Chorismate biosynthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	rxn01332	AT4G33510			d	c		PMID:1681544	d	PPDB: curated proteome [PMID:23198870] plastid; Predotar: plastid and some mito; WolfPsort: chlo: 9, mito: 4; No signal peptide
Amino acids	Chorismate biosynthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	rxn01332	AT4G39980			d	c		PMID:1681544	d	PPDB: curated proteome [PMID:23198870] and in house experiments plastid; Predotar: plastid; WolfPsort: chlo: 10, mito: 2, nucl: 1; Has signal peptide
Amino acids	Chorismate biosynthesis	3-dehydroquinate dehydratase I (EC 4.2.1.10)	rxn02213	AT3G06350			d	c		PMID:16784230	d	PPDB: curated proteomes and in house experiments plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 7.5, chlo_mito: 6.5, mito: 4.5; Has signal peptide
Amino acids	Chorismate biosynthesis	3-dehydroquinate synthase (EC 4.2.3.4)	rxn02212	AT5G66120			d	c	g		d	PPDB: curated proteomes and in house experiments plastid; targetP mitochondria; Probably golgi too [PMID:22923678]; Predotar and Wolfpsort: plastid;  Has signal peptide
Amino acids	Chorismate biosynthesis	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	rxn02476	AT1G48860			d	c	d	PMID:3481024	d	PPDB: targetP and curated chloroplast; Predotar and WolfPsort: plastid; Lit. plastid [PMID:3481024] No signal peptide.
Amino acids	Chorismate biosynthesis	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	rxn02476	AT2G45300		d	d	c		PMID:3481024	d	PPDB: curated and targetP: chloroplast; Predotar: plastid and elsewhere; WolfPsort: plastid; No signal peptide
Amino acids	Chorismate biosynthesis	Chorismate synthase (EC 4.2.3.5)	rxn01255	AT1G48850			d	c		PMID:1718979	d	PPDB: curated, in house experiments and targetP: chloroplast; Predotar and WolfPsort: plastid; No signal peptide
Amino acids	Chorismate biosynthesis	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	rxn01740	AT3G06350			d	c		PMID:16784230	d	PPDB: curated proteomes and in house experiments plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 7.5, chlo_mito: 6.5, mito: 4.5; Has signal peptide
Amino acids	Chorismate biosynthesis	Shikimate kinase I (EC 2.7.1.71)	rxn01739	AT4G39540			c	c	d	PMID:1338949	d	PPDB: TargetP cytosol; Predotar: plastid and elsewhere;  WolfPsort:  nucl: 8, nucl_plas: 6, chlo: 2, plas: 2, extr: 1; No signal peptide. Lit: choroplastic in tomato [PMID:1338949]
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	rxn15022	AT1G65930		d, c	c		c, d		c, d	SUBA: MS cytosol and plastid; PPDB: cytosol and plastid experimental evidence. Pea chloroplasts [PMID:16661892] IDH might help provide oxoglutarate for glu synthesis.
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Pyruvate,phosphate dikinase (EC 2.7.9.1)	rxn00151	AT4G15530	c	 d	c, d		c, d		c, d	SUBA: GFP and MS data plastid; PPDB: in house experiments plastid. TargetP cytoplasm. Chloroplast and cytosolic [PMID:16915520]
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Aconitate hydratase (EC 4.2.1.3)	rxn00974, rxn15280	AT2G05710		c, d, m	c, m			PMID:17013749	c, d, m	SUBA: GFP mito and plastid; MS: mito, plastid  and cytosol; PPDB: curated locations mito and cytosol; 
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Aconitate hydratase (EC 4.2.1.3)	rxn00974, rxn15280	AT4G26970		c, d, m	m				c, d, m	SUBA: GFP mito and plastid; MS: mito, plastid  and cytosol; PPDB: curated locations mito 
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260, rxn00527	AT2G22250	d	d	d	c, d, m		PMID:20883697; also Glutamate/aspartate-prephenate aminotransferase activity	d	SUBA: MS multiple results plastid; PPDB: plastid supported by in house experiments
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260, rxn00527	AT4G31990	d	d	d	c, d, m	d	PMID:7766905	d	SUBA: GFP and MS multiple data plastid; PPDB: platid supported by in house experiments. Plastid [PMID:7766905]
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1) 	rxn19828	AT2G41220		d	d				d	SUBA: MS data plastid; PPDB: stroma in house experiments. Enzyme also in glyoxylate and dicarboxylate metabolism
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Glutamate synthase [NADH] (EC 1.4.1.14)	rxn00069	AT5G53460		d	d			PMID:7640525	d	SUBA: GFP and MS plastid; PPDB: targetP and in house experiments plastid
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Arginase (EC 3.5.3.1)	rxn00394	AT4G08870		d, m	m	c			d, m	SUBA: MS multiple data mito and plastid; PPDB: proteome and targetP mito
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Arginase (EC 3.5.3.1)	rxn00394	AT4G08900		d, m	m	c			d, m	SUBA: MS multiple data mito and plastid; PPDB: proteome and targetP mito
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	rxn19828	AT5G04140		d, m	d		d, m		d, m	SUBA: GFP platid and mito; MS data palstid; PPDB: in house experiments plastid; Predotar and WolfPsort plastid. Dual targeted Mitochondria and chloroplast [PMID:19223513]
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	rxn00187	AT5G35630	d, m	d, m	d	c, d	d, m	PMID:15273293	d, m	SUBA: GFP and MS mito and plastid; PPDB: targetP and in house experiments: plastid; [PMID:15215512];  Targeted to plastid and mito [PMID:15273293]
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	rxn15022	AT5G14590		d. m	m				d, m	SUBA: MS data mito and plastid; Curated: mito; TargetP predicted and experimental evidence plastid; 
Amino acids	Glutamine, glutamate, aspartate, asparagine metabolism	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260, rxn00527	AT5G11520		x	d	c, d, m	d, x	PMID:7894512	d, x	SUBA: SUBAcon cytosol; GFP peroxisome MS several data to different compartments so inconclusive; Experimental data plastidial [PMID:7894512] ; Predotar elswhere and Signal 3_L no signal peptide. Isolated chloroplasts have been proved to synthesize asp from oxaloacetate though [PMID:16658147 ] which supports presence of enzyme in these organelles. Located in peroxisome [PMID:12154131].
Amino acids	Histidine Biosynthesis	ATP phosphoribosyltransferase (EC 2.4.2.17)	rxn00789	AT1G09795		d	d	c		PMID:10712555	d	SUBA: MS data platid; PPDB: targetP and in house experiments stroma
Amino acids	Histidine Biosynthesis	ATP phosphoribosyltransferase (EC 2.4.2.17)	rxn00789	AT1G58080		d	d	c		PMID:10712555	d	SUBA: MS majority data plastid; PPDB: targetP and curated location chloroplast.
Amino acids	Histidine Biosynthesis	Adenylosuccinate synthetase (EC 6.3.4.4)	rxn00838	AT3G57610		d	d	c		PMID:8790347	d	SUBA: MS data plastid; PPDB: In house experiments and targetP plastid
Amino acids	Histidine Biosynthesis	Histidinol dehydrogenase (EC 1.1.1.23)	rxn00863, rxn02159	AT5G63890		d	d				d	SUBA: MS data plastid; PPDB: In house experiments plastid.
Amino acids	Histidine Biosynthesis	Histidinol-phosphatase [alternative form] (EC 3.1.3.15)	rxn27927	AT4G39120	d	d	d				d	SUBA: GFP and multiple MS data plastid; PPDB: in house experiments plastid.
Amino acids	Histidine Biosynthesis	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00527, rxn02320	AT1G71920		d	d	c			d	SUBA: MS data plastid; PPDB: curated location and targetP plastid.
Amino acids	Histidine Biosynthesis	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00527, rxn02320	AT5G10330		d	d	c			d	SUBA: MS one result plastid; PPDB: curated location and targetP plastid. Predotar and wolfPsort plastid.
Amino acids	Histidine Biosynthesis	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	rxn03135	AT4G26900		d	d	c			d	SUBA: MS data plastid; PPDB: in house experiments and targetP plastid
Amino acids	Histidine Biosynthesis	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	rxn03135	AT4G26900		d	d	c			d	SUBA: MS data plastid; PPDB: in house experiments and targetP plastid
Amino acids	Histidine Biosynthesis	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	rxn02473	AT3G22425		d	d	c		PMID:8066131	d	SUBAcon: plastid; PPDB: targetP chloroplast;  Predotar and WolfPsort plastid.
Amino acids	Histidine Biosynthesis	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	rxn02473	AT4G14910		d	d	c		PMID:16511155	d	SUBAcon: plastid; PPDB: targetP chloroplast;  Predotar plastid and WolfPsort mito and plastid.
Amino acids	Histidine Biosynthesis	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	rxn02835	AT1G31860		d	d	c		PMID: 9733547	d	SUBA: MS majority data plastid; PPDB: plastid supported by in house experiments. TargetP mito; Predotssr and WolfPsort plastid; Signal 3-L: signal peptide present.
Amino acids	Histidine Biosynthesis	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	rxn02834	AT1G31860		d	d	c		PMID:9733547	d	SUBA: MS majority data plastid; PPDB: plastid supported by in house experiments. TargetP mito; Predotssr and WolfPsort plastid; Signal 3-L: signal peptide present.
Amino acids	Histidine Biosynthesis	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	rxn03175	AT2G36230		d	d, m	c		PMID:9747713	d	SUBA: MS data plastid; PPDB: curated location plastid; targetP mito; Predotar: elsewhere and plastid; WolfPsort: plastid; Signal 3-L: no signal peptide.
Amino acids	Lysine and threonine metabolism	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	rxn01643	AT1G14810		c, d	d	c		PMID:11812229	c, d	SUBA: GFP cytosolic; MS multiple data plastid; PPDB: targetP plastid; Proteomes and in house experiments plastid.
Amino acids	Lysine and threonine metabolism	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	rxn07441	AT2G13810		d	d	c		PMID:23385743	c, d	SUBAcon: plastid; PPDB: targetP plastid predicted.Predotar: plastid  0.86 and alsewhere0.13; WolfPsort: cytosol and plastid; Signal 3-L: no signal peptide
Amino acids	Lysine and threonine metabolism	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	rxn02928, rxn02929	AT2G44040		d	d			PMID:22792278	d	SUBA: MS plastid; PPDB: proteomes and in house experiments plastid; TargetP chloroplast.
Amino acids	Lysine and threonine metabolism	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	rxn02928, rxn02929	AT3G59890		d	d			PMID:22792278	d	SUBA: One MS datum plastid; PPDB: targetP plastid and some proteome experiments plastid.Predotar and WolfPsort plastid.Signal 3-L no signal peptide.
Amino acids	Lysine and threonine metabolism	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	rxn02928, rxn02929	AT5G52100		d	d			PMID:17727612
	d	SUBA: MS plastid multiple data; PPDB: proteomes and in house experiments plastid
Amino acids	Lysine and threonine metabolism	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	rxn01644	AT2G45440		d	d	c			d	SUBA: MS plastid; PPDB: curated location (proteomes) plastid; targetP chloroplast
Amino acids	Lysine and threonine metabolism	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	rxn01644	AT3G60880		d	d	c		PMID:10758475	d	SUBA: MS one data plastid; PPDB: curated location proteomes plastid; targetP chloroplast
Amino acids	Lysine and threonine metabolism	Aspartokinase (EC 2.7.2.4)	rxn00337, rxn01301, rxn01302	AT1G31230		d	d	c		PMID:16216875 	d	SUBA: MS data palstid; PPDB plastid by in house experiments and proteomes data
Amino acids	Lysine and threonine metabolism	Aspartokinase (EC 2.7.2.4)	rxn00337, rxn01301, rxn01302	AT3G02020		d	d	c		PMID:11569502	d	SUBAcon: plastid; PPDB: TargetP chloroplast; Predotar: plastid; WolfPsort: cytosol and plastid; Signal 3-L no signal peptide
Amino acids	Lysine and threonine metabolism	Aspartokinase (EC 2.7.2.4)	rxn00337, rxn01301, rxn01302	AT4G19710		d	d	c		PMID:16216875	d	SUBA: MS data plastid; PPDB: in house experiments and proteomes plastid
Amino acids	Lysine and threonine metabolism	Aspartokinase (EC 2.7.2.4)	rxn00337, rxn01301, rxn01302	AT5G13280		d	d	c		PMID:9207839	d	SUBA: MS data plastid; PPDB: Proteomes and targetP predicted plastid.
Amino acids	Lysine and threonine metabolism	Aspartokinase (EC 2.7.2.4)	rxn00337, rxn01301, rxn01302	AT5G14060		d	d	c		PMID:17140415	d	SUBA: MS data plastid; PPDB: Proteomes and targetP predicted plastid.
Amino acids	Lysine and threonine metabolism	Diaminopimelate decarboxylase (EC 4.1.1.20)	rxn00313	AT3G14390		d	d	c			d	SUBA: MS plastid; PPDB: targetP predicted plastid. Some experimental evidence stroma
Amino acids	Lysine and threonine metabolism	Diaminopimelate decarboxylase (EC 4.1.1.20)	rxn00313	AT5G11880		d	d	c			d	SUBA: MS multiple data plastid; PPDB: plastid by in house experiments, proteomes and targetP predicition
Amino acids	Lysine and threonine metabolism	Diaminopimelate epimerase (EC 5.1.1.7)	rxn01974	AT3G53580		d	d	c		PMID:15652176 	d	SUBA: MS multiple data plastid; PPDB: plastid by in house experiments, proteomes and targetP predicition
Amino acids	Lysine and threonine metabolism	Homoserine dehydrogenase (EC 1.1.1.3)	rxn01301, rxn01302	AT1G31230		d	d	c		PMID:16216875 	d	SUBA: MS plastid; PPDB: proteomes and in house experiments plastid; TargetP chloroplast.
Amino acids	Lysine and threonine metabolism	Homoserine dehydrogenase (EC 1.1.1.3)	rxn01301, rxn01302	AT4G19710		d	d	c		PMID:16216875	d	SUBA: MS plastid; PPDB: proteomes and in house experiments plastid; TargetP chloroplast
Amino acids	Lysine and threonine metabolism	Homoserine kinase (EC 2.7.1.39)	rxn19905	AT2G17265	d	d	d			PMID:15703056	d	SUBA: MS multiple data plastid; PPDB: plastid by in house experiments, proteomes and targetP predicition
Amino acids	Lysine and threonine metabolism	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	rxn07441	AT4G33680		d	d	c		PMID:16361515	d	SUBA: MS multiple data plastid.PPDB: curated data and in house experiments plastid; TargetP predicted plastid  
Amino acids	Lysine and threonine metabolism	Threonine synthase (EC 4.2.3.1)	rxn01069	AT1G72810		d	d	c			d	SUBA: MS multiple data plastid; PPDB: plastid by proteomes and targetP predicition
Amino acids	Lysine and threonine metabolism	Threonine synthase (EC 4.2.3.1)	rxn01069	AT4G29840		d	d	c		PMID:16319072	d	SUBA: MS multiple data plastid; PPDB: plastid by proteomes and in house experiments and targetP predicition
Amino acids	Methionine and cysteine metabolism	2,3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatase (EC 3.1.3.77)	rxn05105, rxn05106	AT5G53850		d	c, d		c, d		c, d	SUBA: MS multiple data plastid: PPDB: targetP cytoplasm; One experimental evidence stroma; Predotar: cytosol and plastid; WolfPsort cytosol.No signal peptide.Literature cytosol[PMID:21166475]
Amino acids	Methionine and cysteine metabolism	Methylthioribulose-1-phosphate dehydratase (EC 4.2.1.109)	rxn05104	AT5G53850		d	d				c, d	SUBA: MS multiple results plastid; PPDB: 3 experimental evidence stroma; targetP cytosolic; Predotar: elsewhere and plastid; Wolfpsort cytoplasm; No signal peptide
Amino acids	Methionine and cysteine metabolism	Serine acetyltransferase (EC 2.3.1.30)	rxn00423	AT1G55920	c, d	d	c, d	c, d		PMID:8867790	c, d	SUBA: GFP plastid; Reference though refers to three forms one in mito, one in plastid and one cytosolic. PPDB: targetP cytosolic; Curated location cytosol and plastid. Predotar and WolfPsort cytosol. No signal peptide
Amino acids	Methionine and cysteine metabolism	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	rxn00693, rxn19900	AT5G20980		d	d			PMID:15024005	d	SUBA: GFP and MS palstid; PPDB: targetP, proteomes and in house experiments plastid.
