Class	Subsystem	Role	Reactions	Genes	AraCyc Cmpts	SUBA Cmpts	PPDB Cmpts	AraGEM Cmpts	Lit. Cmpts	Reference	Consensus location	Notes	
Amino acids	"Glutamine, glutamate, aspartate, asparagine metabolism"	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	rxn20508	AT2G42600		c	c			"PMID:25588735
"	c	SUBA: MS cytosol and plasma membrane; PPDB: not plastid supported by in house experiments and targetP cytosolic.TMHMM: Out of membrane; Predotar: elsewhere.WolfPsort : cytosolic.	
Amino acids	"Glutamine, glutamate, aspartate, asparagine metabolism"	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	rxn20508	AT3G14940		v	c				c	SUBA: one single MS result vacuole (so uncertain); PPDB: targetP cytosolic; Predotar: elsewhere. WolfPsort : cytosolic.	
Amino acids	"Glutamine, glutamate, aspartate, asparagine metabolism"	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	rxn15022	AT1G65930		"d, c"	c		"c, d"		"c, d"	SUBA: MS cytosol and plastid; PPDB: cytosol and plastid experimental evidence. Pea chloroplasts [PMID:16661892] IDH might help provide oxoglutarate for glu synthesis.	
Amino acids	"Glutamine, glutamate, aspartate, asparagine metabolism"	"Pyruvate,phosphate dikinase (EC 2.7.9.1)"	rxn00151	AT4G15530	c	 d	"c, d"		"c, d"		"c, d"	SUBA: GFP and MS data plastid; PPDB: in house experiments plastid. TargetP cytoplasm. Chloroplast and cytosolic [PMID:16915520]	
Amino acids	"Glutamine, glutamate, aspartate, asparagine metabolism"	Aconitate hydratase (EC 4.2.1.3)	"rxn00974, rxn15280"	AT2G05710		"c, d, m"	"c, m"			PMID:17013749	"c, d, m"	"SUBA: GFP mito and plastid; MS: mito, plastid  and cytosol; PPDB: curated locations mito and cytosol; "	
Amino acids	"Glutamine, glutamate, aspartate, asparagine metabolism"	Aconitate hydratase (EC 4.2.1.3)	"rxn00974, rxn15280"	AT4G26970		"c, d, m"	m				"c, d, m"	"SUBA: GFP mito and plastid; MS: mito, plastid  and cytosol; PPDB: curated locations mito "	
Amino acids	"Glutamine, glutamate, aspartate, asparagine metabolism"	Aconitate hydratase (EC 4.2.1.3)	"rxn00974, rxn15280"	AT4G35830		"c, m"	"c, m"				"c, m"	SUBA: GFP cytosol; MS: mito and cytosolic; Predotar and WolfPsort cytosolic; No signal peptide.	
Amino acids	Lysine and threonine metabolism	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	rxn01643	AT1G14810		"c, d"	d	c		PMID:11812229	"c, d"	SUBA: GFP cytosolic; MS multiple data plastid; PPDB: targetP plastid; Proteomes and in house experiments plastid.	
Amino acids	Lysine and threonine metabolism	"L,L-diaminopimelate aminotransferase (EC 2.6.1.83)"	rxn07441	AT2G13810		d	d	c		PMID:23385743	"c, d"	SUBAcon: plastid; PPDB: targetP plastid predicted.Predotar: plastid  0.86 and alsewhere0.13; WolfPsort: cytosol and plastid; Signal 3-L: no signal peptide	
Amino acids	Methionine and cysteine metabolism	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)"	rxn05092	AT2G26400		c	c			PMID:17144895	c	SUBAcon: cytosol; TargetP cytoplasm; Predotar and WolfPsort cytoplasm; No signal peptide.	
Amino acids	Methionine and cysteine metabolism	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)"	rxn05092	AT4G14710		c	c			PMID:17144895	c	SUBA: one result MS cytosol; PPDB: targetP cytosol; Predotar and WolfPsort cytoplasm; No signal peptide.	
Amino acids	Methionine and cysteine metabolism	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)"	rxn05092	AT4G14716		c	c			PMID:21712381	c	SUBAcon: cytosol; TargetP cytoplasm; Predotar and WolfPsort cytoplasm; No signal peptide.	
Amino acids	Methionine and cysteine metabolism	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)"	rxn05092	AT5G43850		c	c			PMID:17144895 	c	"SUBAcon: cytosol; PPDB: targetP cytoplasm;Predotar: elsewhere; WolfPsort:nucl: 5, cyto: 5; No signal peptide"	
Amino acids	Methionine and cysteine metabolism	1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128	AT1G01480		c	c	c		PMID:1438312	c	SUBAcon: cytosol; PPDB: targetP cytosol; Predotar and WolfPsort cytoplasm; No signal peptide	
Amino acids	Methionine and cysteine metabolism	1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128	AT4G11280		c	c	c		PMID:12968022	c	SUBAcon cytosol; PPDB: targetP cytoplasm; Predotar elsewhere; WolfPsort  cytoplasm;No signal peptide.	
Amino acids	Methionine and cysteine metabolism	1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128	AT4G26200		c	c	c		PMID:12968022	c	SUBAcon cytosol; PPDB: targetP cytoplasm; Predotar elsewhere; WolfPsort  cytoplasm;No signal peptide.	
Amino acids	Methionine and cysteine metabolism	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	rxn01021	AT4G34840		c	c			PMID:19249293	c	"SUBAcon: cytosol, PPDB: targetP cytoplasm; Predotar and wolfPsort cytoplasm; No signal peptide"	
Amino acids	Methionine and cysteine metabolism	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	rxn01021	AT4G38800		c	c			PMID:22345506	c	"SUBA: 2 MS results cytosol, one plasma membrane;but TMHMM indicates it is not membrane protein; PPDB: cytoplasm; Predotar: elsewhere; WolfPsort: vacu: 4, cyto: 3, plas: 3; Signal 3-L: no signal peptide."	
Amino acids	Methionine and cysteine metabolism	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	"rxn00693, rxn19900"	AT3G03780		"c, d"	c				c	SUBA: GFP cytosol: MS data plastid and plasma membrane; PPDB: curated and targetP cytosol; Predotar: elsewhere and WolfPsort: cytosolic 7; chloro 4. Signal 3-L no signal peptide.	
Amino acids	Methionine and cysteine metabolism	5-methylthioribose kinase (EC 2.7.1.100)	rxn02894	AT1G49820		c	c			PMID:15557090	c	SUBA: One MS data cytosol;PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cytoskeleton; No signal peptide.	
Amino acids	Methionine and cysteine metabolism	Adenosylhomocysteinase (EC 3.3.1.1)	rxn00141	AT3G23810		c	c	c			c	"SUBA: MS 3 plasma membrane; 1 cytosol, 1 plastid; but TMHMM says it is not inside membrane; PPDB: targetP cytoplasm and not plastid supported by in house experiments.Predotar: elsewhere; WolfPsort cytoplasm. No signal peptide."	
Amino acids	Methionine and cysteine metabolism	Adenosylhomocysteinase (EC 3.3.1.1)	rxn00141	AT4G13940		"c, v"	c	c			c	"SUBA: plasma membrane and cytosol most MS data, 4 data dor vacuole;PPDB: not plastid supported by in house experiments. TargetP cytoplasm."	
Amino acids	Methionine and cysteine metabolism	"Cystathionine gamma-synthase, O-phospho-L-homoserine dependent (EC 2.5.1.-)"	rxn19343	AT1G33320		c	c				c	SUBAcon: cytosol; PPDB:TargetP cytoplasm; Predotar and WolfPsort cytoplasm; No signal peptide	
Amino acids	Methionine and cysteine metabolism	Cysteine synthase (EC 2.5.1.47)	rxn00649	AT3G04940		"c, d"	c	"c, d, m"			c	SUBA: Ms one result plastid; SUBAcon cytosol; PPDB: targetP cytosolic; Predotar: elsewhere; WolfPsort: cytoskeleton;No signal peptide	
Amino acids	Methionine and cysteine metabolism	Cysteine synthase (EC 2.5.1.47)	rxn00649	AT3G22460		"c, d"	c	"c, d, m"			c	SUBA: Ms one result plastid; SUBAcon cytosol; PPDB: targetP cytosolic;Predotar: elsewhere; WolfPsort cytosol; No signal peptide	
Amino acids	Methionine and cysteine metabolism	Cysteine synthase (EC 2.5.1.47)	rxn00649	AT4G14880	c	"c, d"	c	"c, d, m"		PMID:18441224 	c	"SUBA: multiple results mainly to cytosol and plasma membrane, plastid, PPDB: curated location cytosol; Predotar elsewhere; WolfPsort: cyto: 6, chlo: 4, mito: 3; No signal peptide"	
Amino acids	Methionine and cysteine metabolism	Cysteine synthase (EC 2.5.1.47)	rxn00649	AT5G28020		c	c	"c, d, m"			c	SUBA: One result plasma membrane; SUBAcon cytosol; But TMHMM: out of membrane; PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort cytosolic; No signal peptide.	
Amino acids	Methionine and cysteine metabolism	Homocysteine S-methyltransferase (EC 2.1.1.10)	"rxn00452, rxn08703"	AT3G22740		c	c	c			c	"SUBA: MS one result plasma membrane but TMHMM results on no inside membrane; SUBAcon cytosol; PPDB: targetP cytoplasm; Predotar elsewhere, WolfPsort cytoskeleton; Signal 3-L no signal peptide"	
Amino acids	Methionine and cysteine metabolism	Homocysteine S-methyltransferase (EC 2.1.1.10)	"rxn00452, rxn08703"	AT3G25900		c	c	c		PMID:10747987	c	SUBAcon cytosol; PPDB: targetP cytosolic; Predotar: elsewhere; WolfPsort: cytosol; Signal 3-L no signal peptide	
Amino acids	Methionine and cysteine metabolism	Homocysteine S-methyltransferase (EC 2.1.1.10)	"rxn00452, rxn08703"	AT3G63250		c	c	c		PMID:10747987	c	SUBAcon cytosol; PPDB: targetP cytosolic; Predotar: elsewhere; WolfPsort: cytoskeleton; Signal 3-L no signal peptide	
Amino acids	Methionine and cysteine metabolism	Methionine S-methyltransferase (EC 2.1.1.12)	rxn00451	AT5G49810		c	c			PMID:12692340	c	"SUBA: MS data one cytosol and one golgi. targetP cytoplasm; Predotar: elsewhere; WolfPsort: chlo: 5, cyto: 5, nucl: 3; No signal peptide."	
Amino acids	Methionine and cysteine metabolism	Methionine--oxo-acid aminotransferase (EC 2.6.1.88)	"rxn00454, rxn14003, rxn37695"	AT3G19710		c	c	c		PMID:17056707	c	SUBA: 2 GFP cytosol; PPDB: Cytosol by curated data and predicter TargetP	
Amino acids	Methionine and cysteine metabolism	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	rxn03057	AT2G05830		c	c				c	SUBA: MS data 2 cytosol and 1 golgi.PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cytosol and cytoskeleton; No signal peptide	
Amino acids	Methionine and cysteine metabolism	S-adenosylmethionine synthetase (EC 2.5.1.6)	rxn00126	AT1G02500		c	c	c		PMID:2535470	c	"SUBA: MS data 2 plasma membrane, 2 cytosol; But TMHMM out of membrane; PPDB: not plastid by in house experiments and targetP cytosolic; Predotar: elsewhere; WolfPsort cytosol; No signal peptide"	
Amino acids	Methionine and cysteine metabolism	S-adenosylmethionine synthetase (EC 2.5.1.6)	rxn00126	AT2G36880		"c,d"	c	c			c	"SUBA: MS data cytosol, plasma membrane and plastid.But TMHMM out of membrane; PPDB: not plastid by in house experiments and targetP cytosolic.Predotar: elsewhere; WolfPsort cysk: 9, cyto: 4; No signal peptide"	
Amino acids	Methionine and cysteine metabolism	Serine acetyltransferase (EC 2.3.1.30)	rxn00423	AT2G17640	c	c	c	"c, d"		PMID:15579666	c	SUBA: GFP cytosol; PPDB: targetP and curated location cytosol	
Amino acids	Methionine and cysteine metabolism	Serine acetyltransferase (EC 2.3.1.30)	rxn00423	AT4G35640	c	c	c	"c, d"		PMID:16525754	c	SUBA: GFP cytosol; PPDB curated location cytosol; Predotar and WolfPsort cytosol and chloroplast but Signal 3-L no signal peptide.	
Amino acids	Methionine and cysteine metabolism	Serine acetyltransferase (EC 2.3.1.30)	rxn00423	AT5G56760	c	c	c	"c, d"		PMID:9048879	c	SUBA: GFP and MS cytosol; PPDB: curated location and targetP cytosol.	
Amino acids	Methionine and cysteine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT2G24850  		d	c	c			c	SUBAcon: plastid; PPDB: targetP cytoplasm; Predotar: elsewhere; WolfPsort chloroplast; No signal peptide.	
Amino acids	Methionine and cysteine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)  	rxn00527	AT4G23600 		"c, d"	c	c		PMID: 11500565; PMID:12525491 	c	"SUBA: MS data one plasma membrane one plastid.But TMHMM out of membrane; PPDB: not plastid, in hose experiments. TargetP cytosolicPredotar elsewhere; WolfPsort: cyto: 10, chlo: 4; No signal peptide.Tyrosine aminotransferase activity proved [PMID: 11500565] "	
Amino acids	Methionine and cysteine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT5G36160		c	c	c		PMID:21188077	c	SUBA: MS cytosol; PPDB: targetP cytoplasm; Predotar: elsewhere; WolfPsort uncertain; No signal peptide	
Amino acids	Methionine and cysteine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT5G53970  		c	c	c		PMID:22540282	c	SUBAcon cytosol; PPDB: targetP cytoplasm; Predotar elsewhere; WolPsort: cytosol; No signal peptide	
Amino acids	Methionine and cysteine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT4G23590		c	c			 	c	SUBAcon: cytosol; One MS result extracellular; PPDB: TargetP cytoplasm; Predotar and WolfPsort cytosol; No signal peptide.	
Amino acids	Methionine and cysteine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT4G28410  		c	c			 	c	SUBAcon: cytosol; One MS result extracellular; PPDB: TargetP cytoplasm; Predotar and WolfPsort cytosol; No signal peptide.	
Amino acids	Methionine and cysteine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT4G28420    		c	c			 	c	SUBAcon: cytosol; One MS result extracellular; PPDB: TargetP cytoplasm; Predotar and WolfPsort cytosol; No signal peptide.	
Amino acids	Methionine and cysteine metabolism	"2,3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatase (EC 3.1.3.77)"	"rxn05105, rxn05106"	AT5G53850		d	"c, d"		"c, d"		"c, d"	SUBA: MS multiple data plastid: PPDB: targetP cytoplasm; One experimental evidence stroma; Predotar: cytosol and plastid; WolfPsort cytosol.No signal peptide.Literature cytosol[PMID:21166475]	
Amino acids	Methionine and cysteine metabolism	Methylthioribulose-1-phosphate dehydratase (EC 4.2.1.109)	rxn05104	AT5G53850		d	d				"c, d"	SUBA: MS multiple results plastid; PPDB: 3 experimental evidence stroma; targetP cytosolic; Predotar: elsewhere and plastid; Wolfpsort cytoplasm; No signal peptide	
Amino acids	Methionine and cysteine metabolism	Serine acetyltransferase (EC 2.3.1.30)	rxn00423	AT1G55920	"c, d"	d	"c, d"	"c, d"		PMID:8867790	"c, d"	"SUBA: GFP plastid; Reference though refers to three forms one in mito, one in plastid and one cytosolic. PPDB: targetP cytosolic; Curated location cytosol and plastid. Predotar and WolfPsort cytosol. No signal peptide"	
Amino acids	Methionine and cysteine metabolism	1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128	AT2G22810		"c, d"	c	c		PMID:7642574	"c, n"	SUBA: MS one result plastid; SUBAcon cytosolPPDB: targetP cytoplasm; Predotar elsewhere; WolfPsort nucleous;No signal peptide.	
Amino acids	Methionine and cysteine metabolism	1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128	AT3G49700		c	c	c		PMID:16028113	"c, n"	SUBAcon: cytosol; PPDB: targetP cytosol; Predotar elsewhere; WolfPsort nucleous;No signal peptide.	
Amino acids	Methionine and cysteine metabolism	 1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128	AT3G61510		c	c	c		PMID:8566772	"c, n"	SUBAcon cytosol; PPDB: targetP cytoplasm; Predotar elsewhere; WolfPsort nucleous;No signal peptide.	
Amino acids	Methionine and cysteine metabolism	1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128	AT4G08040		c	c	c		PMID:12968022	"c, n"	"SUBAcon cytosol; PPDB: targetP cytoplasm; Predotar elsewhere; WolfPsort nucleous, nucleous_cytoplasm and cytoplasm;No signal peptide."	
Amino acids	Methionine and cysteine metabolism	1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128	AT4G37770		c	c	c		PMID:12968022	"c, n"	"SUBAcon cytosol; PPDB: targetP cytoplasm; Predotar elsewhere; WolfPsort nucleous, cytoplasm; No signal peptide."	
Amino acids	Methionine and cysteine metabolism	1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128	AT5G65800		c	c	c		PMID:12968022	"c, n"	"SUBAcon cytosol; PPDB: targetP cytoplasm; Predotar elsewhere; WolfPsort nucl: 9.5, nucl_plas: 5.5; No signal peptide."	
Amino acids	Methionine and cysteine metabolism	S-adenosylmethionine synthetase (EC 2.5.1.6)	rxn00126	AT3G17390		"c, n"	c	c	n	PMID:11844113	"c, n"	"SUBA: MS data plasma membrane and nucleous.But TMHMM out of membrane; PPDB: not plastid, in house experiments and targetP cytosolic; Predotar elsewhere; WolfPsort cytoskeleton and plasma membrane; No signal peptide. Nuclear SAM synthase [PMID:15496452]"	
Amino acids	Methionine and cysteine metabolism	DNA (cytosine-5)-methyltransferase 1 (EC 2.1.1.37)		AT4G08990		"c, n"	c				"c, n"	"SUBAcon: nucleous; One MS result cytosol; PPDB: TargetP cytoplasm; Predotar elsewhere; and WolfPsort  cyto: 7, nucl: 5, plas: 1; No signal peptide."	
Amino acids	Methionine and cysteine metabolism	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	"rxn00693, rxn19900"	AT5G17920		"c, x"	c			PMID:15024005	"c, x"	"SUBA: GFP cytosol and peroxisome; MS: cytosol, peroxisome, plastid and vacuole. PPDB: curated and targetP cytosol. Predotar: elsewhere; WolfPsort: cyto: 5, mito: 4, chlo: 3. No signal peptide"	
Amino acids	Proline metabolism	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	rxn02373	AT3G55610		"c, d"	c	c	c	"PMID:9351242
"	c	"SUBA: GFP cytosol and plastid; PPDB: curated and targetP cytosol;  Predotar: elsewhere; WolfPsort: E.R.: 5, chlo: 3, nucl: 2, cyto: 1, plas: 1, extr: 1; No signal peptide. Cytosolic  GFP [PMID:17971042]"	
Amino acids	Proline metabolism	Glutamate 5-kinase (EC 2.7.2.11)	"rxn00179, rxn20617"	AT3G55610		"c, d"	c	c	c	"PMID:9351242
"	c	"SUBA: GFP cytosol and plastid; PPDB: curated and targetP cytosol;  Predotar: elsewhere; WolfPsort: E.R.: 5, chlo: 3, nucl: 2, cyto: 1, plas: 1, extr: 1; No signal peptide. Cytosolic GFP [PMID:17971042]"	
Amino acids	Proline metabolism	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	"rxn00929, rxn00931"	AT5G14800		c	c	c		PMID:24467670 	c	SUBA: GFP cytosol; PPDB: targetP cytoplasm; Predotar and WolfPsort cytoplasm; No signal peptide.	
Amino acids	Proline metabolism	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	rxn02373	AT2G39800		"c, d"	c	c	d	PMID:10441499	"c, d"	"SUBA: GFP cytosol and plastid; PPDB: cytosol and not plastid supported by in house experiments. Predotar: elsewhere; WolfPsort  E.R.: 5, chlo: 4, nucl: 1, cyto: 1, plas: 1, extr: 1; No signal peptide. In subcellular bodies GFP [PMID:17971042]"	
Amino acids	Proline metabolism	Glutamate 5-kinase (EC 2.7.2.11)	"rxn00179, rxn20617"	AT2G39800		"c, d"	c	c	d	PMID:10441499	"c, d"	"SUBA: GFP cytosol and plastid; PPDB: cytosol and not plastid supported by in house experiments. Predotar: elsewhere; WolfPsort  E.R.: 5, chlo: 4, nucl: 1, cyto: 1, plas: 1, extr: 1; No signal peptide. In subcellular bodies GFP [PMID:17971042]"	
Amino acids	Tryptophan metabolism	"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)"	rxn27709	AT1G24909		c	c				c	SUBAcon: cytosol; PPDB: targetP cytoplasm; Predotar: elsewhere; WolfPsort uncertain; no signal peptide.	
Amino acids	Tryptophan metabolism	"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)"	rxn27709	AT1G25083		c	c				c	SUBAcon: cytosol; PPDB: targetP cytoplasm; Predotar: elsewhere; WolfPsort uncertain; no signal peptide.	
Amino acids	Tryptophan metabolism	"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)"	rxn27709	AT1G25155		c	c				c	SUBAcon: cytosol; PPDB: targetP cytoplasm; Predotar: elsewhere; WolfPsort uncertain; no signal peptide.	
Amino acids	Tryptophan metabolism	Tryptophan synthase beta chain (EC 4.2.1.20)	rxn26013	AT5G28237		"c, m"	m				"c, m"	SUBA: 1 MS result plasma membrane; SUBAcon mito; But TMHMM not membrane clasified; PPDB: targetP mito; Predotar: elsewhere and mito; WolfPsort plastid and mito; No signal peptide	
Amino acids	Tryptophan metabolism	"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)"	rxn27709	AT1G24807		d	c				"c, d"	SUBA: One result MS plastid; PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort uncertain; no signal peptide.	
Amino acids	Tyrosine and phenylalanine metabolism	Aspartate aminotransferase (EC 2.6.1.1)	"rxn00260, rxn00527"	AT1G62800		x	c	"c, d, m"		PMID:7894512	c	SUBAcon: peroxisome; PPDB: targetP cytoplasm; Predotar: elsewhere; WolfPsort uncertain;No signal peptide	
Amino acids	Tyrosine and phenylalanine metabolism	Aspartate aminotransferase (EC 2.6.1.1)	"rxn00260, rxn00527"	AT5G19550	c	"c, v"	c	"c, d, m"		PMID:9611168	c	"SUBA: mainly cytosol, plasma membrane and vacuole. PPDB: targetP and curated cytosol. TMHMM not in membrane; Predotar and WolfPsort cytosol; No signal peptide."	
Amino acids	Tyrosine and phenylalanine metabolism	Chorismate mutase III (EC 5.4.99.5)	rxn01256	AT5G10870		c	c	c	c	PMID:8953244	c	SUBAcon: cytosol; PPDB targetP cytoplasm; Literature: cytosolic [PMID:8953244]; Predotar: elsewhere; WolfPsort uncertain; No signal peptide	
Amino acids	Tyrosine and phenylalanine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT2G24850		d	c	c		No evidence foe enzymatic activity	c	"SUBAcon: plastid; PPDB: targetP cytoplasm; Predotar: elsewhere. Wolfpsort:chlo: 5.5, chlo_mito: 5.5, mito: 4.5,and no signal peptide"	
Amino acids	Tyrosine and phenylalanine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT5G36160		c		c		PMID:21188077	c	"SUBA: MS one data cytosol; PPDB: targetP cytoplasm; Predotar: elsewhere; WolfPsort: chlo: 3, cyto: 3; No signal peptide"	
Amino acids	Tyrosine and phenylalanine metabolism	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT5G53970		c	c	c		PMID:22540282	c	SUBAcon: cytosol; PPDB targetP cytoplasm; Predotar and WolfPsort cytosol; No signal peptide.	
Nucleic acids	Pyrimidine de novo biosynthesis	Equilibrative nucleotide transporter 4 (AtENT4) (Nucleoside transporter ENT4)		AT4G05130						PMID:15228386	"c, b, v"	"WolfPsort: vacu: 5, plas: 3, E.R.: 2, cyto: 1, mito: 1, extr: 1Nucleoside uptake for salvage"	
Nucleic acids	Pyrimidine de novo biosynthesis	CTP synthase (EC 6.3.4.2)	rxn00412	AT1G30820				c	c		c	"SUBAcon: plasma membrane and golgi; PPDB: targetP secreted class; Predotar: elsewhere; WolfPsort: chlo: 3, vacu: 3, nucl: 2, cyto: 2, E.R.: 2, mito: 1; No signal peptide; Literature: Cytosolic [PMID:22934643] "	
Nucleic acids	Pyrimidine de novo biosynthesis	CTP synthase (EC 6.3.4.2)	rxn00412	AT2G34890				c			c	"SUBAcon: plasma membrane and golgi; PPDB: targetP secreted class; Predotar: elsewhere; WolfPsort:  chlo: 6, vacu: 3, nucl: 2, cyto: 2;  No signal peptide. Analysis of absence of targeting peptide in all homologs of CTP synthase suggests cytosolic location."	
Nucleic acids	Pyrimidine de novo biosynthesis	CTP synthase (EC 6.3.4.2)	rxn00412	AT3G12670				c			c	"SUBA: One result MS cytosol; PPDB: TargetP secreted; Predotar: elsewhere; WolfPsort: chlo: 9, vacu: 2, nucl: 1, cyto: 1; No signal peptide. Analysis of absence of targeting peptide in all homologs of CTP synthase suggests cytosolic location."	
Nucleic acids	Pyrimidine de novo biosynthesis	CTP synthase (EC 6.3.4.2)	rxn00412	AT4G02120				c			c	"SUBAcon: plasma membrane and endoplasmic reticulum; PPDB: targetP: secreted; Predotar: elsewhere; WolfPsort:  chlo: 6, extr: 2, vacu: 2, nucl: 1, cyto: 1, plas: 1; No signal peptide. Analysis of absence of targeting peptide in all homologs of CTP synthase suggests cytosolic location."	
Nucleic acids	Pyrimidine de novo biosynthesis	CTP synthase (EC 6.3.4.2)	rxn00412	AT4G20320				c			c	"SUBAcon: cytosol; PPDB: targetp: cytosol; Predotar: elsewhere; WolfPsort: chlo: 9, nucl: 2, cyto: 2; No signal peptide; Analysis of absence of targeting peptide in all homologs of CTP synthase suggests cytosolic location."	
Nucleic acids	Pyrimidine de novo biosynthesis	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	rxn01519	AT3G46940 		d	c				c	"SUBA: MS cytosol and plastid; PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cyto: 6, nucl: 4, mito: 3; No signal peptide"	
Nucleic acids	Pyrimidine de novo biosynthesis	Nucleoside diphosphate kinase (EC 2.7.4.6)	"rxn00117, rxn00237, rxn00409, rxn00839, rxn01353, rxn01673, rxn01678"	AT4G23895			c	c			c	"SUBAcon:nucleous; PPDB: targetP: cytoplasm; Predotar: elsewhere; WolfPsort: chlo: 4, nucl: 4, cyto: 3, mito: 3; No signal peptide"	
Nucleic acids	Pyrimidine de novo biosynthesis	Orotate phosphoribosyltransferase (EC 2.4.2.10)	rxn01362	AT3G54470			c	c	c	PMID:8041358; PMID:22474184	c	SUBA: MS results inconclusive; PPDB: targetP cytoplasm; Predotar and WolfPsort: cytosolic; No signal peptide; GFP cytosolic location [ PMID:22474184]	
Nucleic acids	Pyrimidine de novo biosynthesis	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	rxn00710	AT3G54470			c	c	c	PMID:8041358; PMID:22474184	c	SUBA: MS results inconclusive; PPDB: targetP cytoplasm; Predotar and WolfPsort: cytosolic; No signal peptide; GFP cytosolic location [ PMID:22474184]	
Nucleic acids	Pyrimidine de novo biosynthesis	Uridine monophosphate/cytidine monophosphate kinase (EC 2.7.4.14)	"rxn00119, rxn00364"	AT5G26667			c	c		PMID:9576794 	c	SUBA: MS inconclusive; PPDB: targetP cytosolic predicted; Predotar and WolfPsort cytosol; No signal peptide.	
Nucleic acids	Pyrimidine de novo biosynthesis	Dihydrofolate reductase (EC 1.5.1.3)	rxn00686	AT2G16370 		c	c				c	SUBA: MS data puts it in cytosol; PPDB: targetP predicition cytosolic	
Nucleic acids	Pyrimidine de novo biosynthesis	Dihydrofolate reductase (EC 1.5.1.3)	rxn00686	AT2G21550		c	c				c	SUBAcon : predicted cytosolic; PPDB: predicted cytosolic by targetP; Remember this is bifunctional protein with thymidilate synthase activity which could be needed in cytoplasm.	
Nucleic acids	Pyrimidine de novo biosynthesis	Thymidylate synthase (EC 2.1.1.45)	rxn01520	AT2G16370 		c	c	c			c	SUBA: MS data puts it in cytosol; PPDB: targetP predicition cytosolic	
Nucleic acids	Pyrimidine de novo biosynthesis	Thymidylate synthase (EC 2.1.1.45)	rxn01520	AT2G21550		c	c	c			c	SUBAcon : predicted cytosolic; PPDB: predicted cytosolic by targetP; Remember this is bifunctional protein with thymidilate synthase activity which could be needed in cytoplasm.	
Nucleic acids	Pyrimidine de novo biosynthesis	Uridine nucleosidase (EC 3.2.2.3)	rxn15118	AT2G36310 			c			 	c	"PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cyto: 5, cysk: 3, chlo: 2, plas: 2, extr: 1; No signal peptide"	
