OG0006824	Athaliana_TAIR10||AT1G63970.1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12) # plastid
OG0001157	Athaliana_TAIR10||AT1G65060.1	4-coumarate--CoA ligase (EC 6.2.1.12)
OG0001157	Athaliana_TAIR10||AT3G21240.1	4-coumarate--CoA ligase (EC 6.2.1.12)
OG0002153	Athaliana_TAIR10||AT2G45880.1	Beta-amylase (EC 3.2.1.2) # nucleus
OG0002153	Athaliana_TAIR10||AT4G00490.1	Beta-amylase (EC 3.2.1.2) # plastid
OG0002153	Athaliana_TAIR10||AT5G45300.1	Beta-amylase (EC 3.2.1.2) # nucleus
OG0004482	Athaliana_TAIR10||AT2G13360.1	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44) / Serine--glyoxylate aminotransferase (EC 2.6.1.45) # plastid # peroxisome
OG0003661	Athaliana_TAIR10||AT3G01120.1	Cystathionine gamma-synthase, O-phospho-L-homoserine dependent (EC 2.5.1.-) # plastid
OG0003661	Athaliana_TAIR10||AT1G33320.1	Cystathionine gamma-synthase, O-phospho-L-homoserine dependent (EC 2.5.1.-) # cytosol
OG0004824	Athaliana_TAIR10||AT1G80600.1	Acetylornithine aminotransferase (EC 2.6.1.11) # plastid
OG0006272	Athaliana_TAIR10||AT1G31220.1	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) # plastid
OG0005164	Athaliana_TAIR10||AT5G09350.1	Phosphatidylinositol 4-kinase beta (EC 2.7.1.67)
OG0005164	Athaliana_TAIR10||AT5G64070.1	Phosphatidylinositol 4-kinase beta (EC 2.7.1.67) # cytosol # cellwall
OG0001217	Athaliana_TAIR10||AT3G23530.1	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79), plant type
OG0001217	Athaliana_TAIR10||AT3G23470.1	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79), plant type
OG0001217	Athaliana_TAIR10||AT3G23510.1	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79), plant type
OG0001217	Athaliana_TAIR10||AT3G23480.2	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79), plant type
OG0001217	Athaliana_TAIR10||AT3G23460.1	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79), plant type
OG0001900	Athaliana_TAIR10||AT4G09760.1	Choline kinase (EC 2.7.1.32)
OG0001900	Athaliana_TAIR10||AT1G71697.1	Choline kinase (EC 2.7.1.32)
OG0001900	Athaliana_TAIR10||AT1G74320.1	Choline kinase (EC 2.7.1.32)
OG0003833	Athaliana_TAIR10||AT3G59890.1	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8) # plastid
OG0003833	Athaliana_TAIR10||AT2G44040.1	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8) # plastid
OG0001086	Athaliana_TAIR10||AT4G15560.1	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7) # plastid
OG0001086	Athaliana_TAIR10||AT3G21500.2	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)
OG0001086	Athaliana_TAIR10||AT5G11380.1	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)
OG0003112	Athaliana_TAIR10||AT5G55070.1	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) # mitochondria
OG0003112	Athaliana_TAIR10||AT4G26910.1	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) # mitochondria
OG0000560	Athaliana_TAIR10||AT5G04230.2	Phenylalanine ammonia-lyase (EC 4.3.1.24)
OG0000560	Athaliana_TAIR10||AT3G10340.1	Phenylalanine ammonia-lyase (EC 4.3.1.24)
OG0000560	Athaliana_TAIR10||AT2G37040.1	Phenylalanine ammonia-lyase (EC 4.3.1.24)
OG0000560	Athaliana_TAIR10||AT3G53260.1	Phenylalanine ammonia-lyase (EC 4.3.1.24)
OG0001283	Athaliana_TAIR10||AT5G61680.1	Uncurated
OG0001283	Athaliana_TAIR10||AT5G07420.1	Uncurated
OG0001283	Athaliana_TAIR10||AT5G07410.1	Uncurated
OG0001283	Athaliana_TAIR10||AT5G07430.1	Uncurated
OG0001283	Athaliana_TAIR10||AT1G69940.1	Pectinesterase (EC 3.1.1.11)
OG0003145	Athaliana_TAIR10||ATCG00270.1	photosystem II protein D2 (PsbD) # plastid
OG0009117	Athaliana_TAIR10||AT1G80860.1	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.71)
OG0002408	Athaliana_TAIR10||AT1G51260.1	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
OG0002408	Athaliana_TAIR10||AT3G57650.1	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
OG0003261	Athaliana_TAIR10||AT3G02090.2	Putative ubiquinol-cytochrome c reductase complex core protein II (subunit COR2) # mitointer
OG0003793	Athaliana_TAIR10||AT5G14780.1	Formate dehydrogenase (EC 1.2.1.2) # mitochondria
OG0005513	Athaliana_TAIR10||AT5G12200.1	Dihydropyrimidinase (EC 3.5.2.2) # cytosol # endoplasm
OG0003949	Athaliana_TAIR10||AT4G34350.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2) # plastid
OG0007794	Athaliana_TAIR10||AT3G11945.2	Homogentisate solanesyltransferase (EC 2.5.-) # plastid
OG0004351	Athaliana_TAIR10||ATCG00500.1	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2) # plastid
OG0001205	Athaliana_TAIR10||AT3G25960.1	Pyruvate kinase (EC 2.7.1.40) # cytosol
OG0001205	Athaliana_TAIR10||AT4G26390.1	Pyruvate kinase (EC 2.7.1.40) # cytosol
OG0001205	Athaliana_TAIR10||AT3G55810.1	Pyruvate kinase (EC 2.7.1.40) # cytosol
OG0001205	Athaliana_TAIR10||AT5G56350.1	Pyruvate kinase (EC 2.7.1.40) # cytosol
OG0001205	Athaliana_TAIR10||AT5G63680.1	Pyruvate kinase (EC 2.7.1.40) # cytosol
OG0001205	Athaliana_TAIR10||AT3G04050.1	Pyruvate kinase (EC 2.7.1.40) # cytosol
OG0001205	Athaliana_TAIR10||AT5G08570.1	Pyruvate kinase (EC 2.7.1.40) # cytosol
OG0001205	Athaliana_TAIR10||AT3G55650.1	Pyruvate kinase (EC 2.7.1.40) # cytosol
OG0003502	Athaliana_TAIR10||AT2G38650.1	Polygalacturonate 4-alpha-galacturonosyltransferase (EC 2.4.1.43) # golgi
OG0001238	Athaliana_TAIR10||AT5G20830.1	Sucrose synthase (EC 2.4.1.13)
OG0001238	Athaliana_TAIR10||AT5G49190.1	Sucrose synthase (EC 2.4.1.13) # cytosol # plastid
OG0001238	Athaliana_TAIR10||AT4G02280.1	Sucrose synthase (EC 2.4.1.13)
OG0001238	Athaliana_TAIR10||AT3G43190.1	Sucrose synthase (EC 2.4.1.13)
OG0005420	Athaliana_TAIR10||AT4G11640.1	D-serine dehydratase (EC 4.3.1.18) / Serine racemase (EC 5.1.1.18) # cytosol
OG0005062	Athaliana_TAIR10||AT5G08280.1	Porphobilinogen deaminase (EC 2.5.1.61) # plastid
OG0004143	Athaliana_TAIR10||AT1G02880.3	Thiamin pyrophosphokinase (EC 2.7.6.2) # cytosol
OG0004143	Athaliana_TAIR10||AT2G44750.2	Thiamin pyrophosphokinase (EC 2.7.6.2) # cytosol
OG0001821	Athaliana_TAIR10||AT1G06090.1	Uncurated
OG0001821	Athaliana_TAIR10||AT3G15850.1	Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase (EC 1.14.19.-) # plastid
OG0001821	Athaliana_TAIR10||AT2G31360.1	Uncurated
OG0001821	Athaliana_TAIR10||AT1G06100.1	Uncurated
OG0001821	Athaliana_TAIR10||AT1G06120.1	Uncurated
OG0001821	Athaliana_TAIR10||AT1G06350.1	Uncurated
OG0001821	Athaliana_TAIR10||AT3G15870.1	Uncurated
OG0001821	Athaliana_TAIR10||AT1G06360.1	Uncurated
OG0001821	Athaliana_TAIR10||AT1G06080.1	Uncurated
OG0005744	Athaliana_TAIR10||AT1G44318.1	Porphobilinogen synthase (EC 4.2.1.24)
OG0005744	Athaliana_TAIR10||AT1G69740.1	Porphobilinogen synthase (EC 4.2.1.24) # plastid
OG0000539	Athaliana_TAIR10||AT5G11720.1	Uncurated
OG0000539	Athaliana_TAIR10||AT1G68560.1	Uncurated
OG0000539	Athaliana_TAIR10||AT5G63840.1	Uncurated
OG0000539	Athaliana_TAIR10||AT3G45940.1	Uncurated
OG0000539	Athaliana_TAIR10||AT3G23640.1	Alpha-glucosidase (EC 3.2.1.20)
OG0003326	Athaliana_TAIR10||AT2G21790.1	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1) # cytosol
OG0004795	Athaliana_TAIR10||AT3G46940.1	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23) # cytosol
OG0007582	Athaliana_TAIR10||AT1G54100.1	Aldehyde dehydrogenase (EC 1.2.1.3) # cytosol
OG0003144	Athaliana_TAIR10||AT4G37670.2	N-acetylglutamate synthase (EC 2.3.1.1) # plastid
OG0003144	Athaliana_TAIR10||AT2G22910.1	N-acetylglutamate synthase (EC 2.3.1.1) # plastid
OG0002137	Athaliana_TAIR10||AT5G43850.1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) # cytosol
OG0002137	Athaliana_TAIR10||AT4G14716.1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) # cytosol
OG0002137	Athaliana_TAIR10||AT2G26400.1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) # cytosol
OG0002137	Athaliana_TAIR10||AT4G14710.5	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) # cytosol
OG0000529	Athaliana_TAIR10||AT1G27680.1	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) # plastid
OG0000529	Athaliana_TAIR10||AT1G05610.1	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) # plastid
OG0000529	Athaliana_TAIR10||AT5G48300.1	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) # plastid
OG0000529	Athaliana_TAIR10||AT2G21590.1	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) # plastid
OG0000529	Athaliana_TAIR10||AT5G19220.1	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) # plastid
OG0000529	Athaliana_TAIR10||AT4G39210.1	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) # plastid
OG0001896	Athaliana_TAIR10||AT2G35370.1	Glycine cleavage system H protein # mitochondria
OG0001896	Athaliana_TAIR10||AT1G32470.1	Glycine cleavage system H protein # mitochondria
OG0001896	Athaliana_TAIR10||AT2G35120.1	Glycine cleavage system H protein # mitochondria
OG0002370	Athaliana_TAIR10||AT3G54660.1	Glutathione reductase (EC 1.8.1.7) # plastid # mitochondria
OG0002370	Athaliana_TAIR10||AT3G24170.1	Uncurated
OG0002163	Athaliana_TAIR10||AT3G51520.1	Diacylglycerol O-acyltransferase (EC 2.3.1.20)
OG0003401	Athaliana_TAIR10||AT3G63410.1	2-methyl-6-phytyl-1,4-benzoquinone methyltransferase, eukaryotic type / 2-methyl-6-solanyl-1,4-benzoquinone methyltransferase, eukaryotic type # plastid
OG0003276	Athaliana_TAIR10||AT1G09780.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12) # cytosol
OG0003276	Athaliana_TAIR10||AT3G08590.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12) # cytosol
OG0003316	Athaliana_TAIR10||AT2G39030.1	Uncurated
OG0003316	Athaliana_TAIR10||AT2G39020.1	Tyramine N-feruloyltransferase (EC 2.3.1.110)
OG0000840	Athaliana_TAIR10||AT3G56310.1	Alpha-galactosidase (EC 3.2.1.22)
OG0000840	Athaliana_TAIR10||AT5G08380.1	Alpha-galactosidase (EC 3.2.1.22)
OG0000840	Athaliana_TAIR10||AT5G08370.1	Alpha-galactosidase (EC 3.2.1.22) # cellwall
OG0004552	Athaliana_TAIR10||AT4G03280.1	Cytochrome b6-f complex iron-sulfur subunit PetC1 (Rieske iron sulfur protein EC 1.10.9.1) # plastid
OG0000115	Athaliana_TAIR10||AT1G06620.1	Uncurated
OG0000115	Athaliana_TAIR10||AT1G03410.1	Uncurated
OG0000115	Athaliana_TAIR10||AT2G30830.1	Uncurated
OG0000115	Athaliana_TAIR10||AT5G59540.1	Uncurated
OG0000115	Athaliana_TAIR10||AT5G59530.1	Uncurated
OG0000115	Athaliana_TAIR10||AT5G43450.1	Uncurated
OG0000115	Athaliana_TAIR10||AT1G06640.1	Uncurated
OG0000115	Athaliana_TAIR10||AT2G25450.1	3-butenylglucosinolate 2-hydroxylase (no EC)
OG0000115	Athaliana_TAIR10||AT1G06645.1	Uncurated
OG0000115	Athaliana_TAIR10||AT1G03400.1	Uncurated
OG0000115	Athaliana_TAIR10||AT1G04380.1	Uncurated
OG0000115	Athaliana_TAIR10||AT1G06650.2	Uncurated
OG0000115	Athaliana_TAIR10||AT3G61400.1	Uncurated
OG0000115	Athaliana_TAIR10||AT1G04350.1	Uncurated
OG0000115	Athaliana_TAIR10||AT5G43440.1	Uncurated
OG0000115	Athaliana_TAIR10||AT2G30840.1	Uncurated
OG0002049	Athaliana_TAIR10||AT1G15710.1	Arogenate dehydrogenase (EC 1.3.1.78) # plastid
OG0002049	Athaliana_TAIR10||AT5G34930.1	Arogenate dehydrogenase (EC 1.3.1.78) # plastid
OG0005457	Athaliana_TAIR10||AT5G18670.1	Beta-amylase (EC 3.2.1.2)
OG0004753	Athaliana_TAIR10||AT1G68890.1	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9) / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20) / O-succinylbenzoate synthase (EC 4.2.1.113)
OG0000021	Athaliana_TAIR10||AT5G28510.1	Uncurated
OG0000021	Athaliana_TAIR10||AT5G16580.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G51490.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G21370.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G45191.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G66270.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G60120.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G09260.1	Uncurated
OG0000021	Athaliana_TAIR10||AT5G54570.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G75940.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G60140.1	Uncurated
OG0000021	Athaliana_TAIR10||AT4G22100.1	Uncurated
OG0000021	Athaliana_TAIR10||AT2G44490.1	Indole glucosinolate glucohydrolase (myrosinase)
OG0000021	Athaliana_TAIR10||AT2G44460.1	Uncurated
OG0000021	Athaliana_TAIR10||AT2G44450.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G60090.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G61820.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G62750.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G02850.4	Uncurated
OG0000021	Athaliana_TAIR10||AT4G21760.1	Uncurated
OG0000021	Athaliana_TAIR10||AT2G25630.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G18080.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G03640.1	Uncurated
OG0000021	Athaliana_TAIR10||AT2G32860.2	Uncurated
OG0000021	Athaliana_TAIR10||AT1G61810.3	Uncurated
OG0000021	Athaliana_TAIR10||AT2G44470.3	Uncurated
OG0000021	Athaliana_TAIR10||AT5G24550.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G18070.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G60260.1	Uncurated
OG0000021	Athaliana_TAIR10||AT4G27830.1	Uncurated
OG0000021	Athaliana_TAIR10||AT5G44640.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G60270.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G66280.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G51470.1	Uncurated
OG0000021	Athaliana_TAIR10||AT2G44480.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G47600.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G26560.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G60130.1	Uncurated
OG0000021	Athaliana_TAIR10||AT5G36890.1	Uncurated
OG0000021	Athaliana_TAIR10||AT5G42260.1	Uncurated
OG0000021	Athaliana_TAIR10||AT4G27820.1	Uncurated
OG0000021	Athaliana_TAIR10||AT3G62740.1	Uncurated
OG0000021	Athaliana_TAIR10||AT5G24540.1	Uncurated
OG0000021	Athaliana_TAIR10||AT1G52400.1	Uncurated
OG0004010	Athaliana_TAIR10||AT1G74260.1	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) # plastid # mitochondria
OG0002688	Athaliana_TAIR10||AT5G65750.1	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) # mitochondria
OG0002688	Athaliana_TAIR10||AT3G55410.1	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) # mitochondria
OG0001811	Athaliana_TAIR10||AT5G04140.2	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1) # plastid # mitochondria
OG0001811	Athaliana_TAIR10||AT2G41220.1	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1) # plastid
OG0001811	Athaliana_TAIR10||AT5G53460.1	Glutamate synthase [NADH] (EC 1.4.1.14) # plastid
OG0005242	Athaliana_TAIR10||AT3G12260.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 # mitointer
OG0004739	Athaliana_TAIR10||AT1G78510.1	Solanesyl diphosphate synthase (EC 2.5.1.85) # plastid # mitochondria # endoplasm
OG0004739	Athaliana_TAIR10||AT1G17050.1	Solanesyl diphosphate synthase (EC 2.5.1.85) # plastid
OG0000983	Athaliana_TAIR10||AT4G36250.1	Aldehyde dehydrogenase (EC 1.2.1.3) # cytosol
OG0000983	Athaliana_TAIR10||AT4G34240.1	Aldehyde dehydrogenase (EC 1.2.1.3) # plastid
OG0000983	Athaliana_TAIR10||AT1G44170.1	Aldehyde dehydrogenase (EC 1.2.1.3) # cytosol
OG0002599	Athaliana_TAIR10||AT3G10940.1	Uncurated
OG0002599	Athaliana_TAIR10||AT3G52180.1	Phosphoglucan phosphatase DSP4/SEX4 (EC 3.1.3.-) # plastid
OG0004023	Athaliana_TAIR10||AT1G01090.1	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1) # plastid
OG0000550	Athaliana_TAIR10||AT4G29130.1	Hexokinase (EC 2.7.1.1) # mitochondria
OG0000550	Athaliana_TAIR10||AT3G20040.1	Hexokinase (EC 2.7.1.1) # mitochondria
OG0000550	Athaliana_TAIR10||AT1G47840.1	Uncurated
OG0000550	Athaliana_TAIR10||AT2G19860.1	Hexokinase (EC 2.7.1.1) # mitochondria
OG0000550	Athaliana_TAIR10||AT1G50460.1	Hexokinase (EC 2.7.1.1) # mitochondria
OG0000550	Athaliana_TAIR10||AT4G37840.1	Uncurated
OG0001578	Athaliana_TAIR10||AT4G26260.2	Inositol oxygenase (EC 1.13.99.1) # cytosol # nucleus
OG0001578	Athaliana_TAIR10||AT2G19800.1	Inositol oxygenase (EC 1.13.99.1) # cytosol
OG0001578	Athaliana_TAIR10||AT5G56640.1	Inositol oxygenase (EC 1.13.99.1)
OG0001578	Athaliana_TAIR10||AT1G14520.1	Inositol oxygenase (EC 1.13.99.1)
OG0004842	Athaliana_TAIR10||AT5G37510.2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 1 (EC 1.6.5.3) (EC 1.6.99.3) # mitointer
OG0000304	Athaliana_TAIR10||AT5G12420.1	Uncurated
OG0000304	Athaliana_TAIR10||AT2G38995.1	Uncurated
OG0000304	Athaliana_TAIR10||AT3G49210.1	Uncurated
OG0000304	Athaliana_TAIR10||AT5G16350.1	Uncurated
OG0000304	Athaliana_TAIR10||AT5G53380.1	Uncurated
OG0000304	Athaliana_TAIR10||AT5G37300.1	Diacylglycerol O-acyltransferase (EC 2.3.1.20) / Long-chain-alcohol O-fatty-acyltransferase (EC 2.3.1.75) # endoplasm
OG0000304	Athaliana_TAIR10||AT2G43255.2	Uncurated
OG0000304	Athaliana_TAIR10||AT3G49190.1	Uncurated
OG0000304	Athaliana_TAIR10||AT5G22490.1	Uncurated
OG0000304	Athaliana_TAIR10||AT1G72110.1	Uncurated
OG0000304	Athaliana_TAIR10||AT5G53390.1	Diacylglycerol O-acyltransferase (EC 2.3.1.20) / Long-chain-alcohol O-fatty-acyltransferase (EC 2.3.1.75)
OG0000304	Athaliana_TAIR10||AT3G49200.1	Uncurated
OG0001120	Athaliana_TAIR10||AT1G56560.1	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26) # mitochondria
OG0001120	Athaliana_TAIR10||AT3G05820.1	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)
OG0001120	Athaliana_TAIR10||AT3G06500.1	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)
OG0001120	Athaliana_TAIR10||AT5G22510.1	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26) # plastid
OG0002675	Athaliana_TAIR10||AT1G24360.1	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100) # plastid
OG0005975	Athaliana_TAIR10||AT4G14910.2	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19) # plastid
OG0005975	Athaliana_TAIR10||AT3G22425.2	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19) # plastid
OG0000319	Athaliana_TAIR10||AT1G80320.1	Uncurated
OG0000319	Athaliana_TAIR10||AT1G52800.1	Uncurated
OG0000319	Athaliana_TAIR10||AT1G15540.1	Uncurated
OG0000319	Athaliana_TAIR10||AT4G03070.1	Aliphatic glucosinolate 2-oxoglutarate-dependent dioxygenase (no EC)
OG0000319	Athaliana_TAIR10||AT1G52820.1	Uncurated
OG0000319	Athaliana_TAIR10||AT4G03050.2	Aliphatic glucosinolate 2-oxoglutarate-dependent dioxygenase (hydroxylation) (no EC)
OG0000319	Athaliana_TAIR10||AT1G52810.1	Uncurated
OG0000319	Athaliana_TAIR10||AT1G52790.1	Uncurated
OG0000319	Athaliana_TAIR10||AT1G28030.1	Uncurated
OG0009016	Athaliana_TAIR10||AT1G01280.1	Lauric acid in-chain hydroxylase (no EC)
OG0008341	Athaliana_TAIR10||AT5G52100.1	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8) # plastid
OG0005892	Athaliana_TAIR10||AT5G57655.2	Xylose isomerase (EC 5.3.1.5)
OG0009139	Athaliana_TAIR10||ATMG00650.1	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 4L, ND4L # mitointer
OG0002909	Athaliana_TAIR10||AT5G13440.1	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2) # mitointer
OG0002909	Athaliana_TAIR10||AT5G13430.1	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2) # mitointer
OG0002514	Athaliana_TAIR10||AT1G34430.1	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) # plastid
OG0002514	Athaliana_TAIR10||AT3G25860.1	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) # plastid
OG0005910	Athaliana_TAIR10||AT1G55090.1	Glutamine amidotransferase chain of NAD synthetase / NAD synthetase (EC 6.3.1.5)
OG0009851	Athaliana_TAIR10||ATCG00560.1	Photosystem II protein PsbL # plastid
OG0003035	Athaliana_TAIR10||AT1G72810.1	Threonine synthase (EC 4.2.3.1) # plastid
OG0003035	Athaliana_TAIR10||AT4G29840.1	Threonine synthase (EC 4.2.3.1) # plastid
OG0006256	Athaliana_TAIR10||AT3G57050.1	Cystathionine beta-lyase (EC 4.4.1.8) # plastid
OG0005614	Athaliana_TAIR10||AT1G31330.1	photosystem I subunit III precursor, plastocyanin (cyt c553) docking protein (PsaF) # plastid
OG0004870	Athaliana_TAIR10||AT1G53000.1	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) # mitochondria
OG0004186	Athaliana_TAIR10||AT1G64970.1	delta-tocopherol methyltransferase (EC 2.1.1.95) / gamma-tocopherol methyltransferase (EC 2.1.1.95) # plastid
OG0004649	Athaliana_TAIR10||AT2G45790.1	Phosphomannomutase (EC 5.4.2.8)
OG0003111	Athaliana_TAIR10||ATCG00730.1	Cytochrome b6-f complex subunit IV (PetD) # plastid
OG0000865	Athaliana_TAIR10||AT2G36880.1	S-adenosylmethionine synthetase (EC 2.5.1.6) # cytosol
OG0000865	Athaliana_TAIR10||AT4G01850.1	S-adenosylmethionine synthetase (EC 2.5.1.6) # nucleus
OG0000865	Athaliana_TAIR10||AT1G02500.1	S-adenosylmethionine synthetase (EC 2.5.1.6) # cytosol
OG0000865	Athaliana_TAIR10||AT3G17390.1	S-adenosylmethionine synthetase (EC 2.5.1.6) # cytosol
OG0008392	Athaliana_TAIR10||ATCG00080.1	Photosystem II protein PsbI # plastid
OG0007208	Athaliana_TAIR10||AT5G51290.1	Ceramide kinase (EC 2.7.1.138)
OG0003999	Athaliana_TAIR10||AT5G66570.1	Photosystem II manganese-stabilizing protein (PsbO) # plastid
OG0003999	Athaliana_TAIR10||AT4G37230.1	Uncurated
OG0003999	Athaliana_TAIR10||AT3G50820.1	Photosystem II manganese-stabilizing protein (PsbO) # plastid
OG0003515	Athaliana_TAIR10||AT1G74470.1	Geranylgeranyl diphosphate reductase (EC 1.3.1.83) # plastid
OG0001863	Athaliana_TAIR10||AT5G26030.1	Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1) # plastid
OG0001863	Athaliana_TAIR10||AT2G30390.2	Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1) # plastid
OG0003047	Athaliana_TAIR10||AT4G32180.1	Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)
OG0003047	Athaliana_TAIR10||AT1G60440.1	Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)
OG0003915	Athaliana_TAIR10||AT2G27490.1	Dephospho-CoA kinase (EC 2.7.1.24) # peroxisome
OG0004062	Athaliana_TAIR10||AT5G59440.3	Thymidylate kinase (EC 2.7.4.9) # mitochondria
OG0005462	Athaliana_TAIR10||AT1G67740.1	Photosystem II protein PsbY # plastid
OG0008042	Athaliana_TAIR10||AT4G04870.1	Cardiolipin synthetase (EC 2.7.8.-)
OG0006170	Athaliana_TAIR10||AT5G66120.2	3-dehydroquinate synthase (EC 4.2.3.4) # plastid
OG0003105	Athaliana_TAIR10||AT3G60880.2	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7) # plastid
OG0003105	Athaliana_TAIR10||AT2G45440.1	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7) # plastid
OG0004224	Athaliana_TAIR10||AT4G00520.2	Acyl-CoA thioesterase II (EC 3.1.2.-)
OG0004224	Athaliana_TAIR10||AT1G01710.1	Acyl-CoA thioesterase II (EC 3.1.2.-) # peroxisome
